client,action_id,action_type,insured_id,insured_name,status,created_at,updated_at,scheduled_at,completed_at,notes,triggered_by,sync_date,sync_timestamp
Canadian Pacific Kansas City,96ffe758-0d79-457d-a7c9-335fa67160dd,,,,,2026-06-27T07:50:17,,,,,,06/28/2026,06/28/2026 23:10:12
Canadian Pacific Kansas City,cd73bdf1-d786-42cf-952c-92fe40a5a66d,,,,,2026-06-27T06:13:22,,,,,,06/28/2026,06/28/2026 23:10:12
Canadian Pacific Kansas City,d202a6b0-6598-40c3-aaa9-2eaebc1dca27,,2bfd7509-4064-4562-b461-25c93f3a0583,,,2026-06-29T02:46:38,,,,,,06/28/2026,06/28/2026 23:10:12
Scandroli Construction,5c431cb2-07e3-430f-a66b-e8b5c79ae221,,95ac6065-8709-4961-be03-1448e8d7b77a,,,2026-06-27T01:06:49,,,,,,06/28/2026,06/28/2026 23:10:29
Scandroli Construction,6e667c8d-6fd4-4e24-9afd-21e40d2ab356,,56b7b5c2-2794-4c0d-8adf-ce73f6c4e58a,,,2026-06-27T06:22:54,,,,,,06/28/2026,06/28/2026 23:10:29
Scandroli Construction,b82f3214-8ae5-4582-b380-03afcf7132ef,,21efbeca-1f07-43b1-a5e7-5d821138ab08,,,2026-06-27T06:55:33,,,,,,06/28/2026,06/28/2026 23:10:29
Scandroli Construction,dcfdf2ad-78db-43c4-933b-762ad50c0bd6,,95ac6065-8709-4961-be03-1448e8d7b77a,,,2026-06-27T01:06:49,,,,,,06/28/2026,06/28/2026 23:10:29
The Abbey Management Company,6435854e-89e0-456e-91a8-d47a4b5296a4,,,,,2026-06-27T05:30:55,,,,,,06/28/2026,06/28/2026 23:10:31
